CCN,Provider_Name,State,num_certified_beds,avg_residents_per_day,occupancy_pct,own_for_profit_llc,own_for_profit_corp,own_for_profit_indiv,own_for_profit_partner,own_non_profit_corp,own_non_profit_other,own_non_profit_church,own_govt,is_medicare_and_medicaid,resides_in_hospital,in_chain,n_facilities_in_chain,is_ccrc,rating_overall,rating_health,rating_staffing,rating_qm,rating_qm_long,rating_qm_short,staff_total_hours,staff_rn_hours,staff_lpn_hours,staff_aide_hours,nursing_casemix_index,cycle1_deficiencies,cycle1_health_score,cycle1_total_score,total_weighted_health,infection_citations,health_inspection_overdue,ownership_changed_12m,sprinklers_full,flagged
255320,LANDMARK NURSING AND REHAB CENTER,MS,80.0,65.1,0.81375,0,1,0,0,0,0,0,0,1,0,0,0.0,0,4.0,4.0,4.0,3.0,3.0,3.0,4.91259,0.7426,1.42334,2.74665,1.30806,1.0,8.0,8.0,15.0,0.0,0,0,0,0
255321,HATTIESBURG HEALTH & REHAB CENTER,MS,164.0,143.2,0.873170731707317,0,0,0,1,0,0,0,0,1,0,0,0.0,0,3.0,4.0,3.0,1.0,3.0,1.0,4.8541,0.60592,1.43406,2.81412,1.38049,3.0,16.0,16.0,20.0,0.0,0,0,0,0
255322,DUNBAR VILLAGE TERRACE,MS,60.0,56.4,0.94,0,0,0,1,0,0,0,0,1,0,0,0.0,0,4.0,4.0,3.0,3.0,4.0,2.0,3.77646,0.59539,1.01777,2.16329,1.26673,3.0,12.0,12.0,19.0,0.0,0,0,0,0
255323,GREENBRIAR NURSING CENTER,MS,103.0,80.0,0.7766990291262136,0,1,0,0,0,0,0,0,1,0,0,0.0,0,4.0,4.0,3.0,2.0,2.0,2.0,4.32185,0.41062,1.31834,2.59288,1.28708,5.0,28.0,28.0,26.0,0.0,0,0,0,0
255324,BRUCE COMMUNITY LIVING CENTER,MS,35.0,33.4,0.9542857142857143,1,0,0,0,0,0,0,0,1,0,1,17.0,0,4.0,4.0,4.0,3.0,3.0,3.0,3.6176,0.4877,1.06186,2.06804,1.08565,6.0,28.0,28.0,25.0,0.0,0,0,0,0
255325,WISTERIA GARDENS,MS,52.0,44.8,0.8615384615384615,0,0,1,0,0,0,0,0,0,0,0,0.0,0,4.0,3.0,5.0,3.0,2.0,4.0,5.10522,0.80574,1.11145,3.18802,1.25896,6.0,40.0,40.0,35.0,0.0,0,0,0,0
255326,PINE FOREST HEALTH AND REHABILITATION,MS,120.0,100.7,0.8391666666666667,1,0,0,0,0,0,0,0,1,0,1,6.0,0,1.0,1.0,3.0,2.0,3.0,1.0,4.63674,0.43754,1.45813,2.74106,1.40312,12.0,214.0,214.0,263.5,0.0,0,0,0,1
255327,MARTHA COKER GREEN HOUSE HOME,MS,60.0,51.0,0.85,0,0,0,0,1,0,0,0,1,0,0,0.0,0,5.0,4.0,5.0,4.0,4.0,4.0,5.68019,0.68773,1.21722,3.77525,1.18577,6.0,28.0,28.0,24.0,0.0,0,0,0,0
255328,BEDFORD CARE CENTER OF MARION,MS,120.0,72.1,0.6008333333333333,0,1,0,0,0,0,0,0,1,0,1,7.0,0,1.0,1.0,3.0,1.0,1.0,1.0,4.49752,0.67005,1.26963,2.55784,1.32022,7.0,36.0,36.0,85.25,0.0,0,0,0,1
255329,MADISON CO NH,MS,95.0,90.8,0.9557894736842105,0,0,0,0,0,0,0,1,1,0,0,0.0,1,3.0,3.0,4.0,2.0,2.0,3.0,4.42119,0.28645,1.28662,2.84812,1.19237,7.0,44.0,44.0,37.0,0.0,0,0,0,0
255331,ARRINGTON LIVING CENTER,MS,60.0,53.7,0.895,0,0,0,0,0,0,0,1,1,0,0,0.0,0,1.0,2.0,4.0,1.0,1.0,1.0,4.74335,0.86539,0.99213,2.88582,1.29693,2.0,24.0,24.0,28.0,0.0,0,0,0,1
255332,HOLMES COUNTY LONG TERM CARE CENTER - DURANT,MS,80.0,73.4,0.9175000000000001,0,1,0,0,0,0,0,0,1,0,1,16.0,0,2.0,3.0,2.0,1.0,1.0,3.0,4.15839,0.27504,1.16113,2.72222,1.12185,6.0,24.0,24.0,30.0,0.0,0,0,0,0
255333,GEORGE REGIONAL HEALTH & REHAB CENTER,MS,59.0,35.7,0.6050847457627119,0,0,0,0,0,0,0,1,1,0,0,0.0,0,4.0,4.0,5.0,1.0,1.0,1.0,5.16659,0.86669,1.85267,2.44722,1.09785,5.0,16.0,16.0,23.0,0.0,0,0,0,0
255334,"TUNICA COUNTY HEALTH & REHAB, LLC",MS,60.0,49.3,0.8216666666666667,0,1,0,0,0,0,0,0,1,0,1,48.0,0,1.0,1.0,4.0,2.0,2.0,2.0,5.48423,0.52887,1.45674,3.49862,1.18769,7.0,88.0,88.0,82.0,0.0,0,0,0,0
255335,FORREST GENERAL HOSPITAL SKILLED NURSING UNIT,MS,29.0,27.3,0.9413793103448276,0,0,0,0,0,0,0,1,0,1,0,0.0,0,5.0,5.0,5.0,5.0,4.0,5.0,8.56071,3.98046,1.67444,2.9058,1.35331,1.0,4.0,4.0,3.0,0.0,0,0,0,0
255336,JONES CO REST HOME,MS,122.0,115.3,0.9450819672131148,0,0,0,0,0,0,0,1,1,0,0,0.0,0,2.0,2.0,3.0,2.0,2.0,3.0,4.32359,0.5291,1.175,2.61949,1.15905,6.0,56.0,56.0,53.0,1.0,0,0,0,0
255338,LAMAR HEALTHCARE & REHABILITATION CENTER,MS,120.0,88.6,0.7383333333333333,1,0,0,0,0,0,0,0,1,0,0,0.0,0,1.0,2.0,2.0,1.0,1.0,1.0,2.83418,0.17256,0.90951,1.75211,1.18574,7.0,80.0,80.0,67.0,0.0,0,0,0,0
255339,CHOCTAW RESIDENTIAL CENTER,MS,120.0,111.5,0.9291666666666667,0,0,0,0,0,1,0,0,1,0,0,0.0,0,2.0,3.0,4.0,1.0,1.0,2.0,3.64722,0.43244,1.00402,2.21076,1.11185,10.0,48.0,48.0,44.0,0.0,0,0,0,0
255340,NORTH POINTE HEALTH & REHABILITATION,MS,60.0,54.8,0.9133333333333333,1,0,0,0,0,0,0,0,1,0,1,16.0,0,5.0,4.0,5.0,2.0,1.0,4.0,5.43845,0.64243,1.1278,3.66822,1.14418,6.0,24.0,24.0,19.0,0.0,0,0,0,0
255341,GULFPORT CARE CENTER,MS,90.0,69.7,0.7744444444444445,0,1,0,0,0,0,0,0,1,0,1,48.0,0,1.0,1.0,3.0,2.0,2.0,2.0,3.94152,0.47342,1.29364,2.17447,1.21321,10.0,285.0,285.0,238.75,0.0,0,0,0,0
255342,MS CARE CENTER OF RALEIGH,MS,110.0,92.1,0.8372727272727272,1,0,0,0,0,0,0,0,1,0,1,5.0,0,5.0,4.0,5.0,4.0,4.0,4.0,4.74026,0.71358,1.31806,2.70862,1.15808,1.0,16.0,16.0,14.0,0.0,0,0,0,0
255343,BEDFORD CARE CENTER OF PICAYUNE,MS,120.0,114.2,0.9516666666666667,0,1,0,0,0,0,0,0,1,0,1,7.0,0,1.0,1.0,4.0,1.0,1.0,1.0,4.16161,0.50278,1.00388,2.65495,1.14955,10.0,420.0,420.0,357.0,0.0,0,0,0,1
255344,QUITMAN COUNTY HEALTH & REHAB LLC,MS,60.0,47.1,0.785,0,1,0,0,0,0,0,0,1,0,1,48.0,0,4.0,4.0,3.0,4.0,4.0,3.0,4.46215,0.39891,1.45218,2.61105,1.14472,3.0,16.0,16.0,22.0,0.0,0,0,0,0
255346,SINGING RIVER SKILLED NURSING FACILITY,MS,54.0,16.5,0.3055555555555556,0,0,0,0,0,0,0,1,0,1,0,0.0,0,5.0,4.0,5.0,4.0,4.0,4.0,9.79547,3.79898,2.65209,3.3444,1.34979,0.0,0.0,0.0,27.0,0.0,0,0,0,0
255347,CHOCTAW NURSING AND REHABILITATION CENTER,MS,60.0,49.5,0.825,0,0,0,0,0,0,0,1,1,0,0,0.0,0,3.0,3.0,5.0,1.0,1.0,3.0,4.12496,0.63523,1.07169,2.41804,1.09643,8.0,36.0,36.0,41.0,0.0,0,0,0,0
255348,TREND HEALTH & REHAB OF MERIDIAN LLC,MS,58.0,52.3,0.9017241379310345,1,0,0,0,0,0,0,0,1,0,1,16.0,0,5.0,5.0,4.0,2.0,1.0,4.0,4.78343,0.60628,1.20336,2.97379,1.10661,3.0,12.0,12.0,13.0,0.0,0,0,0,0
255349,PEARL RIVER CO NURSING HOME,MS,110.0,86.3,0.7845454545454545,0,0,0,0,1,0,0,0,1,1,0,0.0,0,5.0,4.0,5.0,2.0,3.0,2.0,5.68575,0.94561,1.50318,3.23696,1.15832,6.0,28.0,28.0,24.0,0.0,0,0,0,0
255351,CARTHAGE SENIOR CARE,MS,60.0,56.4,0.94,0,1,0,0,0,0,0,0,1,0,1,16.0,0,5.0,5.0,5.0,2.0,2.0,2.0,4.49557,0.64051,0.9458,2.90925,1.0688,3.0,12.0,12.0,10.0,0.0,0,0,0,0
255352,COMFORT CARE NURSING CENTER,MS,126.0,109.2,0.8666666666666667,0,0,0,0,0,0,0,1,1,0,0,0.0,0,2.0,2.0,3.0,2.0,1.0,3.0,4.7198,0.59263,1.23784,2.88933,1.1436,12.0,88.0,88.0,67.0,0.0,0,0,0,0
25A123,REGINALD P WHITE NURSING FACILITY,MS,70.0,64.6,0.9228571428571428,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1.0,2.0,1.0,2.0,2.0,3.0,4.86319,1.1533,0.71319,2.99669,0.98369,5.0,28.0,28.0,47.0,0.0,0,0,0,1
25A162,SHEARER-RICHARDSON MEMORIAL NURSING HOME,MS,73.0,68.3,0.9356164383561644,0,0,0,0,0,0,0,1,0,0,0,0.0,0,3.0,4.0,4.0,1.0,1.0,3.0,4.44702,1.16607,0.24998,3.03096,1.01823,5.0,20.0,20.0,25.0,0.0,0,0,0,0
25A174,YALOBUSHA COUNTY NURSING HOME,MS,122.0,105.5,0.8647540983606558,0,0,0,0,0,0,0,1,0,0,0,0.0,0,2.0,3.0,4.0,1.0,1.0,3.0,4.21179,0.30898,1.26852,2.63429,1.03529,4.0,28.0,28.0,39.0,0.0,0,0,0,0
25A178,JASPER COUNTY NH,MS,110.0,102.2,0.9290909090909091,0,0,0,0,0,0,0,1,0,1,0,0.0,0,2.0,2.0,5.0,1.0,1.0,3.0,5.50048,0.94451,1.63194,2.92403,1.17634,9.0,52.0,52.0,60.0,0.0,0,0,0,0
25A188,BOLIVAR MEDICAL CENTER LTC,MS,35.0,28.1,0.8028571428571429,0,1,0,0,0,0,0,0,0,1,0,0.0,0,3.0,4.0,4.0,1.0,1.0,3.0,4.72525,0.74962,1.38698,2.58865,1.29352,3.0,36.0,36.0,27.0,0.0,0,0,0,0
25A190,TALLAHATCHIE GENERAL HOSP ECF,MS,98.0,93.3,0.9520408163265306,0,0,0,0,0,0,0,1,0,0,0,0.0,0,5.0,4.0,5.0,3.0,3.0,3.0,4.43205,0.4703,1.36081,2.60094,1.08021,3.0,12.0,12.0,15.0,0.0,0,0,0,0
25A197,JNH-JAQUITH INN,MS,45.0,43.0,0.9555555555555556,0,0,0,0,0,0,0,1,0,0,0,0.0,0,5.0,4.0,4.0,5.0,5.0,3.0,3.84653,0.54126,0.52776,2.77751,0.97927,6.0,28.0,28.0,21.0,0.0,0,0,0,0
25A233,"BAPTIST NURSING HOME-CALHOUN, INC",MS,120.0,90.0,0.75,0,0,0,0,1,0,0,0,0,1,0,0.0,0,1.0,1.0,4.0,2.0,2.0,3.0,5.13155,0.42427,1.47547,3.23181,1.0902,16.0,438.0,438.0,335.5,0.0,0,0,0,1
25A374,NOXUBEE COUNTY NURSING HOME,MS,60.0,56.5,0.9416666666666667,0,0,0,0,0,0,0,1,0,1,0,0.0,0,4.0,4.0,4.0,4.0,4.0,3.0,4.39087,0.394,1.16622,2.83066,1.15656,8.0,32.0,32.0,27.0,0.0,0,0,0,0
25A380,PONTOTOC NURSING HOME,MS,44.0,42.1,0.9568181818181819,0,0,0,0,1,0,0,0,0,1,0,0.0,0,4.0,3.0,5.0,2.0,2.0,3.0,4.4215,0.78386,0.88093,2.75671,1.10092,4.0,48.0,48.0,40.0,0.0,0,0,0,0
25A389,WEBSTER HEALTH SERVICES NURSING FACILTY,MS,36.0,34.7,0.963888888888889,0,0,0,0,1,0,0,0,0,1,0,0.0,0,5.0,4.0,5.0,2.0,2.0,3.0,4.43636,0.51317,1.22367,2.69953,1.15839,3.0,12.0,12.0,14.0,0.0,0,0,0,1
25A402,JNH-JEFFERSON INN,MS,90.0,74.6,0.8288888888888888,0,0,0,0,0,0,0,1,0,0,0,0.0,0,3.0,3.0,4.0,4.0,4.0,3.0,3.88129,0.47987,1.00364,2.39778,1.03491,8.0,40.0,40.0,34.0,0.0,0,0,0,0
25A404,JNH-MADISON INN,MS,63.0,58.1,0.9222222222222223,0,0,0,0,0,0,0,1,0,0,0,0.0,0,5.0,5.0,5.0,5.0,5.0,3.0,4.20402,0.92962,0.8341,2.4403,1.06214,2.0,8.0,8.0,7.0,0.0,0,0,0,0
25A414,Methodist Specialty Care Center,MS,60.0,57.1,0.9516666666666667,0,0,0,0,1,0,0,0,0,1,0,0.0,0,5.0,5.0,4.0,2.0,2.0,3.0,7.21226,1.83138,1.88365,3.49723,2.60875,2.0,8.0,8.0,9.0,0.0,0,0,0,0
25A416,BEDFORD ALZHEIMER'S CARE CENTER,MS,60.0,58.9,0.9816666666666667,1,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0,4.0,4.0,2.0,2.0,3.0,4.4534,0.42691,1.36769,2.65879,1.08396,0.0,0.0,0.0,22.75,0.0,0,0,0,0
25A418,JAMES T CHAMPION,MS,70.0,61.9,0.8842857142857142,0,0,0,0,0,0,0,1,0,0,0,0.0,0,2.0,4.0,1.0,1.0,1.0,3.0,4.38295,0.91795,0.88132,2.58367,1.22313,5.0,20.0,20.0,21.0,0.0,0,0,0,0
25A422,WALTER B CROOK NURSING FACILITY,MS,60.0,55.2,0.92,0,0,0,0,0,0,0,1,0,1,0,0.0,0,3.0,3.0,5.0,1.0,1.0,3.0,5.20116,0.715,1.32422,3.16195,1.27701,7.0,44.0,44.0,43.0,0.0,0,0,0,0
25E115,OAK GROVE RETIREMENT HOME,MS,60.0,55.3,0.9216666666666666,1,0,0,0,0,0,0,0,0,0,0,0.0,0,3.0,3.0,3.0,2.0,2.0,3.0,3.25387,0.36871,1.01564,1.86952,1.08201,5.0,24.0,24.0,41.0,0.0,0,0,0,0
25E211,ALYCE G CLARKE CENTER FOR MEDICALLY FRAGILE CHILDR,MS,100.0,1.5,0.85,0,0,0,0,0,0,0,1,0,0,0,0.0,0,3.0,3.0,3.0,4.0,4.0,3.0,3.69241,0.57797,0.8502,2.23171,1.344855,0.0,0.0,0.0,0.0,0.0,0,0,0,0
265001,ATHENE NURSING AND REHABILITATION,MO,282.0,163.6,0.5801418439716312,1,0,0,0,0,0,0,0,1,0,1,16.0,0,1.0,1.0,1.0,2.0,4.0,1.0,2.91878,0.27221,0.51869,2.12788,1.58433,50.0,399.0,599.0,551.0,0.0,1,0,0,1
265055,KABUL NURSING HOMES INC,MO,99.0,45.0,0.45454545454545453,0,0,0,0,1,0,0,0,1,0,0,0.0,0,5.0,5.0,3.0,3.0,3.0,3.0,3.35919,0.50238,0.66075,2.19606,1.19068,5.0,20.0,20.0,20.0,0.0,0,0,0,0
265071,MASON POINTE CARE CENTER,MO,63.0,45.0,0.7142857142857143,0,0,0,0,1,0,0,0,1,0,1,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.09687,0.86332,0.70305,2.5305,1.16321,1.0,4.0,4.0,8.0,0.0,0,0,0,0
265091,CAMDENTON WINDSOR ESTATES,MO,82.0,55.7,0.6792682926829269,0,1,0,0,0,0,0,0,1,0,1,56.0,0,1.0,2.0,1.0,1.0,1.0,3.0,2.34514,0.51766,0.26194,1.56553,1.0524,14.0,84.0,126.0,127.5,0.0,0,0,0,0
265095,JOHN KNOX VILLAGE CARE CENTER,MO,324.0,115.5,0.35648148148148145,0,0,0,0,1,0,0,0,1,0,0,0.0,1,4.0,4.0,4.0,4.0,3.0,4.0,3.939,0.78534,1.01247,2.14119,1.33659,5.0,24.0,24.0,32.0,0.0,0,0,0,0
265105,DELMAR GARDENS WEST,MO,321.0,183.2,0.5707165109034268,0,1,0,0,0,0,0,0,1,0,1,13.0,0,3.0,3.0,4.0,2.0,3.0,1.0,3.59153,0.42268,0.75205,2.41679,1.20582,8.0,56.0,56.0,72.0,0.0,0,0,0,0
265108,BETH HAVEN NURSING HOME,MO,105.0,60.1,0.5723809523809524,0,1,0,0,0,0,0,0,1,0,0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,4.65456,0.21629,0.90085,3.53742,1.09158,30.0,317.0,476.0,517.5,0.0,0,0,0,1
265110,MOORE FEW CARE CENTER,MO,108.0,60.9,0.5638888888888889,0,0,0,0,0,0,0,1,1,0,0,0.0,0,2.0,3.0,2.0,1.0,1.0,1.0,3.59268,0.43554,0.79666,2.36048,1.18243,7.0,64.0,64.0,68.0,0.0,0,0,0,0
265112,FLORISSANT VALLEY HEALTH & REHABILITATION CENTER,MO,98.0,75.6,0.7714285714285714,0,1,0,0,0,0,0,0,1,0,1,31.0,0,1.0,1.0,1.0,3.0,4.0,1.0,3.55434,0.28541,0.86732,2.40161,1.54601,22.0,132.0,198.0,184.5,0.0,0,0,0,0
265118,ASPEN POINT HEALTH AND REHABILITATION,MO,180.0,54.8,0.3044444444444444,1,0,0,0,0,0,0,0,1,0,1,16.0,0,3.0,3.0,3.0,4.0,4.0,3.0,2.97616,0.6399,0.72135,1.61491,1.71962,2.0,16.0,16.0,398.75,0.0,0,0,0,1
265120,ST SOPHIA HEALTH & REHABILITATION CENTER,MO,240.0,165.5,0.6895833333333333,1,0,0,0,0,0,0,0,1,0,1,31.0,0,1.0,1.0,1.0,4.0,5.0,1.0,3.00197,0.27952,0.61108,2.11137,1.61476,36.0,259.0,259.0,253.0,0.0,0,0,0,1
265121,FRIENDSHIP VILLAGE CHESTERFIELD,MO,98.0,90.2,0.9204081632653062,0,0,0,0,1,0,0,0,1,0,0,0.0,1,5.0,4.0,5.0,3.0,3.0,2.0,4.71373,0.73057,0.77721,3.20594,1.18246,7.0,40.0,40.0,44.0,0.0,0,0,0,0
265123,LEBANON NORTH NURSING & REHAB,MO,180.0,77.0,0.42777777777777776,0,0,1,0,0,0,0,0,1,0,1,56.0,0,1.0,1.0,2.0,1.0,1.0,2.0,3.03414,0.33039,0.49252,2.21123,1.20551,16.0,120.0,180.0,170.0,0.0,0,0,0,0
265130,BIG BEND WOODS HEALTHCARE CENTER,MO,135.0,89.8,0.6651851851851852,0,0,1,0,0,0,0,0,1,0,0,0.0,0,1.0,2.0,1.0,2.0,5.0,1.0,2.81469,0.27203,0.55741,1.98524,1.49873,9.0,52.0,52.0,108.0,0.0,0,0,0,1
265136,FRIENDSHIP VILLAGE SUNSET HILLS,MO,144.0,133.7,0.9284722222222221,0,0,0,0,1,0,0,0,1,0,0,0.0,1,3.0,3.0,4.0,4.0,4.0,3.0,4.57188,0.52651,1.10721,2.93816,1.21286,9.0,52.0,52.0,59.0,0.0,0,0,0,0
265140,MARYMOUNT MANOR,MO,174.0,76.4,0.43908045977011495,0,1,0,0,0,0,0,0,1,0,1,5.0,0,1.0,2.0,3.0,1.0,2.0,1.0,3.73661,0.47176,0.42669,2.83817,1.06703,16.0,68.0,68.0,120.75,0.0,0,0,0,0
265142,CHATEAU GIRARDEAU,MO,75.0,50.8,0.6773333333333333,0,0,0,0,0,1,0,0,1,0,0,0.0,1,4.0,4.0,3.0,2.0,1.0,3.0,4.60731,0.57068,1.35611,2.68052,1.42437,7.0,28.0,28.0,27.0,0.0,0,0,0,0
265149,FOUR SEASONS LIVING CENTER,MO,239.0,231.0,0.9665271966527197,0,1,0,0,0,0,0,0,1,0,1,31.0,0,1.0,1.0,1.0,1.0,1.0,3.0,1.24046,0.06093,0.16228,1.01725,1.60378,23.0,243.0,243.0,216.25,0.0,0,0,0,1
265155,"NHC HEALTHCARE, WEST PLAINS",MO,114.0,72.3,0.6342105263157894,0,1,0,0,0,0,0,0,1,0,1,63.0,0,5.0,5.0,4.0,5.0,5.0,4.0,3.40361,0.69224,0.61638,2.09499,1.15493,5.0,28.0,28.0,21.0,0.0,0,0,0,0
265156,DELMAR GARDENS ON THE GREEN,MO,138.0,85.4,0.618840579710145,0,1,0,0,0,0,0,0,1,0,1,13.0,0,2.0,3.0,3.0,1.0,1.0,1.0,4.74347,0.36878,0.83286,3.54182,1.34026,13.0,100.0,100.0,89.0,0.0,0,0,0,1
265157,SPRINGFIELD REHABILITATION & HEALTH CARE CENTER,MO,146.0,113.7,0.7787671232876713,0,1,0,0,0,0,0,0,1,0,1,63.0,0,4.0,3.0,4.0,5.0,5.0,5.0,3.27078,0.72657,0.35109,2.19312,1.13656,19.0,128.0,128.0,102.0,0.0,0,0,0,0
265158,"NHC HEALTHCARE, DESLOGE",MO,120.0,66.0,0.55,0,1,0,0,0,0,0,0,1,0,1,63.0,0,4.0,4.0,3.0,3.0,3.0,3.0,3.2195,0.73724,0.62274,1.85952,1.18554,8.0,32.0,32.0,39.0,0.0,0,0,0,0
265159,"MARY, QUEEN AND MOTHER CENTER",MO,217.0,73.6,0.3391705069124424,0,0,0,0,0,0,1,0,1,0,0,0.0,0,2.0,2.0,3.0,4.0,4.0,3.0,3.63623,0.40418,0.8575,2.37454,1.23173,8.0,157.0,157.0,129.75,0.0,0,0,0,1
265160,LEWIS & CLARK GARDENS,MO,142.0,88.0,0.6197183098591549,1,0,0,0,0,0,0,0,1,0,1,56.0,0,1.0,1.0,3.0,2.0,2.0,3.0,3.54505,0.31135,0.48399,2.7497,1.08519,22.0,168.0,252.0,242.25,0.0,0,0,0,1
265161,WILSON'S CREEK NURSING & REHAB,MO,172.0,129.7,0.7540697674418604,1,0,0,0,0,0,0,0,1,0,1,56.0,0,5.0,5.0,4.0,4.0,4.0,3.0,2.77125,0.35023,0.33647,2.08456,0.91608,0.0,0.0,0.0,16.0,0.0,0,0,0,0
265163,MACON HEALTH CARE CENTER,MO,84.0,38.6,0.45952380952380956,0,1,0,0,0,0,0,0,1,0,1,63.0,0,3.0,4.0,1.0,4.0,4.0,5.0,3.69241,0.57797,0.8502,2.23171,1.344855,1.0,4.0,4.0,33.0,0.0,0,0,0,0
265164,WEST VUE NURSING AND REHABILITATION CENTER,MO,130.0,118.5,0.9115384615384615,0,0,0,0,1,0,0,0,1,0,0,0.0,0,5.0,4.0,5.0,3.0,2.0,3.0,4.16767,0.62755,0.72294,2.81718,1.09745,7.0,40.0,40.0,38.0,0.0,0,0,0,0
265166,"NHC HEALTHCARE, ST CHARLES",MO,120.0,88.5,0.7375,0,1,0,0,0,0,0,0,1,0,1,63.0,0,5.0,4.0,4.0,5.0,5.0,5.0,3.38092,0.70176,0.63359,2.04557,1.16898,3.0,20.0,30.0,29.5,0.0,0,0,0,0
265167,HIGHLAND REHABILITATION & HEALTH CARE CENTER,MO,162.0,124.8,0.7703703703703704,1,0,0,0,0,0,0,0,1,0,1,26.0,0,3.0,2.0,2.0,5.0,5.0,3.0,3.05803,0.24363,0.67787,2.13652,1.28525,12.0,96.0,96.0,85.0,0.0,0,0,0,1
265168,"NHC HEALTHCARE, KENNETT",MO,170.0,91.8,0.54,0,1,0,0,0,0,0,0,1,0,1,63.0,0,5.0,5.0,3.0,3.0,3.0,3.0,3.60549,0.50107,0.54237,2.56205,1.35548,5.0,20.0,20.0,23.0,0.0,0,0,0,0
265169,PIONEER SKILLED NURSING CENTER,MO,96.0,55.9,0.5822916666666667,0,1,0,0,0,0,0,0,1,0,1,23.0,0,3.0,3.0,2.0,4.0,2.0,5.0,3.14829,0.3562,0.64185,2.15024,1.23844,7.0,60.0,60.0,75.75,0.0,0,0,0,0
265170,DELMAR GARDENS OF CHESTERFIELD,MO,227.0,171.6,0.7559471365638766,1,0,0,0,0,0,0,0,1,0,1,13.0,0,3.0,3.0,3.0,2.0,3.0,1.0,3.97712,0.25334,0.82979,2.89399,1.24237,9.0,44.0,44.0,64.0,0.0,0,0,0,0
265171,OSAGE BEACH REHABILITATION AND HEALTH CARE CENTER,MO,94.0,77.7,0.8265957446808511,0,1,0,0,0,0,0,0,1,0,1,63.0,0,4.0,3.0,5.0,3.0,2.0,4.0,3.88893,0.71382,0.19163,2.98348,1.18977,9.0,64.0,64.0,89.0,0.0,0,0,0,0
265174,CHRISTIAN EXTENDED CARE & REHABILITATION,MO,60.0,52.9,0.8816666666666666,0,0,0,0,1,0,0,0,1,0,1,3.0,0,5.0,5.0,3.0,3.0,3.0,4.0,4.26596,0.59182,1.14489,2.52925,1.54617,2.0,12.0,12.0,17.0,0.0,0,0,0,0
265175,"NHC HEALTHCARE, JOPLIN",MO,124.0,80.4,0.6483870967741936,1,0,0,0,0,0,0,0,1,0,1,63.0,0,3.0,3.0,2.0,4.0,3.0,4.0,3.25839,0.28423,0.70844,2.26572,1.25104,7.0,48.0,48.0,57.0,0.0,0,0,0,0
265178,OZARK REHABILITATION & HEALTH CARE CENTER,MO,60.0,42.3,0.705,1,0,0,0,0,0,0,0,1,0,1,14.0,0,1.0,2.0,1.0,1.0,1.0,3.0,2.87941,0.41315,0.59888,1.86739,1.79333,5.0,24.0,24.0,149.75,0.0,0,0,0,0
265181,WARRENTON MANOR,MO,120.0,90.6,0.755,0,1,0,0,0,0,0,0,1,0,1,56.0,0,1.0,2.0,3.0,1.0,1.0,3.0,2.94148,0.27361,0.42112,2.24675,1.08734,15.0,116.0,116.0,119.0,0.0,0,0,0,0
265182,ASCEND AT AURORA,MO,125.0,59.7,0.4776,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1.0,1.0,3.0,2.0,2.0,3.0,3.63858,0.60841,0.42205,2.60812,1.2714,20.0,306.0,306.0,273.0,0.0,0,0,0,1
265185,LIFE CARE CENTER OF CAPE GIRARDEAU,MO,120.0,86.4,0.7200000000000001,0,1,0,0,0,0,0,0,1,0,1,194.0,0,1.0,1.0,2.0,4.0,5.0,3.0,3.78272,0.41693,1.22245,2.14334,1.3422,19.0,159.0,159.0,169.25,0.0,0,0,0,1
265188,SPRING VALLEY HEALTH & REHABILITATION CENTER,MO,194.0,151.7,0.7819587628865978,0,0,1,0,0,0,0,0,1,0,1,31.0,0,2.0,2.0,1.0,5.0,5.0,5.0,2.7984,0.36061,0.63593,1.80185,1.66078,22.0,148.0,148.0,156.0,0.0,0,0,0,1
265193,WESTWOOD HILLS HEALTH & REHABILITATION CENTER,MO,132.0,78.9,0.5977272727272728,1,0,0,0,0,0,0,0,1,0,1,13.0,0,3.0,4.0,1.0,4.0,4.0,4.0,2.68768,0.49025,0.29093,1.9065,1.57866,4.0,16.0,16.0,25.0,0.0,0,0,0,0
265195,ST ANDREW'S AT FRANCIS PLACE,MO,106.0,93.3,0.880188679245283,0,0,0,0,1,0,0,0,1,0,0,0.0,0,1.0,2.0,1.0,2.0,2.0,1.0,2.84624,0.23227,0.53628,2.07769,1.14755,12.0,84.0,84.0,106.75,3.0,0,0,0,0
265198,TWIN PINES ADULT CARE CENTER,MO,120.0,71.8,0.5983333333333333,0,0,0,0,0,1,0,0,1,0,0,0.0,0,1.0,2.0,4.0,1.0,2.0,1.0,3.57167,0.38953,0.76736,2.41478,0.98999,14.0,120.0,180.0,151.0,0.0,0,0,0,0
265200,LOCH HAVEN,MO,100.0,69.6,0.696,0,0,0,0,0,0,0,1,1,0,0,0.0,0,2.0,2.0,2.0,3.0,1.0,4.0,3.63015,0.41541,0.33894,2.8758,1.18739,17.0,124.0,124.0,128.75,0.0,0,0,0,0
